1.180.212.157		28609
1.180.212.66		28609
106.39.222.40		28609
110.249.209.124		28609
112.193.116.220		28609
112.64.216.15		28609
112.65.211.217		28609
112.65.211.219		28609
117.205.164.75		28609
117.215.140.55		28609
117.215.78.88		28609
121.96.239.177		28609
122.190.94.159		28609
122.191.204.95		28609
124.116.241.79		28609
124.117.210.107		28609
125.46.130.159		28609
140.207.223.148		28609
151.66.71.226		28609
182.58.4.208		28609
183.240.20.195		28609
183.252.23.111		28609
183.252.23.99		28609
187.139.98.135		28609
187.169.89.26		28609
187.213.216.222		28609
187.5.163.155		28609
189.143.170.160		28609
189.143.177.105		28609
189.156.239.123		28609
189.161.77.212		28609
189.166.91.106		28609
189.231.197.85		28609
189.238.57.232		28609
189.241.216.4		28609
189.242.100.160		28609
189.249.143.158		28609
190.226.11.79		28609
190.41.171.14		28609
2.176.5.159		28609
201.105.130.230		28609
201.113.120.213		28609
201.113.14.39		28609
201.146.174.255		28609
201.97.219.241		28609
219.155.91.79		28609
219.156.101.147		28609
219.157.151.82		28609
221.178.181.38		28609
222.161.52.5		28609
35.160.71.139		28609
39.155.157.46		28609
39.155.187.14		28609
43.255.178.206		28609
52.33.95.174		28609
58.19.152.51		28609
58.244.190.178		28609
59.89.114.0		28609
77.253.187.178		28609
79.26.158.49		28609
83.228.43.16		28609
83.4.131.71		28609
89.210.129.148		28609
93.110.210.130		28609
94.39.245.133		28609
