192.198.116.233		80
192.198.116.234		80
192.198.116.235		80
192.198.116.236		80
192.198.116.237		80
192.198.116.238		80
192.198.116.239		80
192.198.116.240		80
192.198.116.241		80
192.198.116.242		80
192.198.116.243		80
192.198.116.244		80
192.198.116.245		80
192.198.116.246		80
192.198.116.247		80
192.198.116.248		80
192.198.116.249		80
192.198.116.250		80
192.198.116.251		80
192.198.116.252		80
192.198.116.253		80
192.198.116.254		80
192.198.116.255		80
192.198.117.1		80
192.198.117.2		80
192.198.117.3		80
192.198.117.4		80
192.198.117.5		80
192.198.117.6		80
192.198.117.8		80
192.198.117.9		80
192.198.117.10		80
192.198.117.11		80
192.198.117.12		80
192.198.117.13		80
192.198.117.14		80
192.198.117.15		80
192.198.117.16		80
192.198.117.17		80
192.198.117.18		80
192.198.117.19		80
192.198.117.20		80
192.198.117.21		80
192.198.117.22		80
192.198.117.23		80
192.198.117.24		80
192.198.117.25		80
192.198.117.26		80
192.198.117.27		80
192.198.117.28		80
192.198.117.29		80
192.198.117.30		80
192.198.117.31		80
192.198.117.32		80
192.198.117.33		80
192.198.117.34		80
192.198.117.35		80
192.198.117.36		80
192.198.117.37		80
192.198.117.38		80
192.198.117.39		80
192.198.117.40		80
192.198.117.41		80
192.198.117.42		80
192.198.117.43		80
192.198.117.44		80
192.198.117.45		80
192.198.117.46		80
192.198.117.47		80
192.198.117.48		80
192.198.117.49		80
192.198.117.50		80
192.198.117.51		80
192.198.117.52		80
192.198.117.53		80
192.198.117.54		80
192.198.117.55		80
192.198.117.56		80
192.198.117.57		80
192.198.117.58		80
192.198.117.59		80
192.198.117.60		80
192.198.117.61		80
192.198.117.62		80
192.198.117.63		80
192.198.117.64		80
192.198.117.65		80
192.198.117.66		80
192.198.117.67		80
192.198.117.68		80
192.198.117.69		80
192.198.117.70		80
192.198.117.71		80
192.198.117.72		80
192.198.117.73		80
192.198.117.74		80
192.198.117.75		80
192.198.117.76		80
192.198.117.77		80
192.198.117.78		80
192.198.117.79		80
192.198.117.80		80
192.198.117.81		80
192.198.117.82		80
192.198.117.83		80
192.198.117.84		80
192.198.117.85		80
192.198.117.86		80
192.198.117.87		80
192.198.117.88		80
192.198.117.89		80
192.198.117.90		80
192.198.117.91		80
192.198.117.92		80
192.198.117.93		80
192.198.117.94		80
192.198.117.95		80
192.198.117.96		80
192.198.117.97		80
192.198.117.98		80
192.198.117.99		80
192.198.117.100		80
192.198.117.101		80
192.198.117.102		80
192.198.117.103		80
192.198.117.104		80
192.198.117.105		80
192.198.117.106		80
192.198.117.107		80
192.198.117.108		80
192.198.117.109		80
192.198.117.110		80
192.198.117.111		80
192.198.117.112		80
192.198.117.113		80
192.198.117.114		80
192.198.117.115		80
192.198.117.116		80
192.198.117.117		80
192.198.117.118		80
192.198.117.119		80
192.198.117.120		80
192.198.117.121		80
192.198.117.122		80
